,VIOLATION_ID,ORG_ID,VIOLATION_TYPE,VIOLATION_DESC,REMEDIAL_TEXT,CATEGORY
642,722,1,CAST15,"MORTAR JOINTS OF CHIMNEYS, MISSING BRICK",nan,CAS
643,-,,nan,N,2,
644,723,1,CAST16,UNSAFE PARTS OF CHIMNEY,nan,CAS
645,-,,nan,N,2,
646,724,1,CAST17,BROKEN WINDOW GLASS,nan,CAS
647,-,,nan,N,2,
648,725,1,CAST18,OVERHAUL WINDOWS,nan,CAS
649,-,,nan,N,2,
650,726,1,CAST19,SCREENS FOR ALL WINDOWS AND DOORS,nan,CAS
651,-,,nan,N,2,
652,727,1,CAST20,DAMAGED SCREENS,nan,CAS
653,-,,nan,N,2,
654,728,1,CAST21,MISSING DOWNSPOUTS,nan,CAS
655,-,,nan,N,2,
656,729,1,CAST22,RUSTED AND DEFECTIVE GUTTERS DOWNSPOUTS,nan,CAS
657,-,,nan,N,2,
658,730,1,CAST23,"UNDERPINNING, HATCHWAY, EXTERIOR DOORS",nan,CAS
659,-,,nan,N,2,
660,731,1,CAST24,PAINT EXTERIOR,nan,CAS
661,-,,nan,N,2,
662,732,1,CAST24B,EXTERIOR PAINT,nan,CAS
663,-,,nan,N,2,
664,733,1,CAST25,"DAMAGED INTERIOR WALLS, CEILINGS, FLOORS",nan,CAS
665,-,,nan,N,2,
666,734,1,CAST26,CLEAN FINISH FOR ALL WALLS CEILINGS DOOR,nan,CAS
667,-,,nan,N,2,
668,735,1,CAST27,"BROKEN, LOOSE AND MISSING PLASTER",nan,CAS
669,-,,nan,N,2,
670,736,1,CAST28,CEILING: LOOSE AND MISSING,nan,CAS
671,-,,nan,N,2,
672,737,1,CAST31,"ROTTED, MISSING OR DEFECTIVE FLOORING",nan,CAS
673,-,,nan,N,2,
674,738,1,CAST32,RAISE AND LEVEL FLOORS,nan,CAS
675,-,,nan,N,2,
676,739,1,CAST33,SAND AND REFINISH FLOOR SURFACES,nan,CAS
677,-,,nan,N,2,
678,740,1,CAST34,FLOOR COVERING,nan,CAS
679,-,,nan,N,2,
680,741,1,CAST35,HANDRAILS,nan,CAS
681,-,,nan,N,2,
682,742,1,CAST36,BANISTER SECURING HANDRAIL,nan,CAS
683,-,,nan,N,2,
684,743,1,CAST37,BROKEN AND WOOD STAIR TREADS,nan,CAS
685,-,,nan,N,2,
686,744,1,CAST38,DAMAGED INTERIOR DOOR,nan,CAS
687,-,,nan,N,2,
688,745,1,CAST39,MISSING HARDWARE,nan,CAS
689,-,,nan,N,2,
690,746,1,CAST40,OVERHAUL FRAME,nan,CAS
691,-,,nan,N,2,
692,747,1,CAST42,"RODENTS, INFESTATION AND VERMIN",nan,CAS
693,-,,nan,N,2,
694,748,1,CAST44,REGULATION GARBAGE CONTAINER,nan,CAS
695,-,,nan,N,2,
696,749,1,CAST45,YARD AREA,nan,CAS
697,-,,nan,N,2,
698,750,1,CAST46,"REPAIR FENCES, SHEDS, GARAGES",nan,CAS
699,-,,nan,N,2,
700,751,1,CAST48,"REMOVE DILAPIDATED FENCES, SHED, GARAGE",nan,CAS
701,-,,nan,N,2,
702,752,1,CAST49,REMOVE JUNK,nan,CAS
703,-,,nan,N,2,
704,753,1,CAST51,REMOVE COMBUSTIBLE MATERIAL,nan,CAS
705,-,,nan,N,2,
706,754,1,CAST52,FAILURE TO REPAIR,nan,CAS
707,"human occupation or use, upon failure or refusal to comply with a notice to repair, alter, improve, vacate and close,",,nan,,nan,
708,"remove or demolish, such dwelling or structure, shall be guilty of a misdemeanor and subject to the penalties prescribed in this code.  16.24.660",,nan,N,2,
709,755,1,CAZZ_SGN_PROHBHARM,PROHIBITED SIGN - HARMFUL,nan,CAZ
710,756,1,HD1032120,APPROVED GARBAGE & TRASH CONTAINERS,nan,HD
711,757,1,HD1032130,ACCUMUALTION OF GARBAGE & TRASH,nan,HD
712,758,1,HD1032140,"ACCUMUALTION OF LUMBER, BOXES, BARRELS",nan,HD
713,759,1,HD1032160,STAGNANT WATER COLLECTION,nan,HD
714,760,1,HD10360201,"DIRT, FILTH, RUBBISH & GARBAGE",nan,HD
715,761,1,HD10360202,VERMIN AND RODENT INFESTATION,nan,HD
716,762,1,HD10360203,EXCESS VEGETATION,nan,HD
717,763,1,HD10360204,CLEAN AMINAL AREAS,nan,HD
718,764,1,HD1572020,SEWAGE ON GROUND,nan,HD
719,765,1,HD157240,IMPROPER MAINT SEWAGE DISPOSAL SYSTEM,nan,HD
720,766,1,HD1624110,FAULTY PLUMBING,nan,HD
721,767,1,HDPM_GT_RATS,RAT HARBORAGE GARBAGE,nan,HD
722,768,1,HDPM_JTD,JUNK TRASH RAT HARBORAGE,nan,HD
723,769,1,HDPM_STAG,STAGNANT WATER,nan,HD
724,770,1,HDPM_VERM,VERMIN,nan,HD
725,771,1,HDVIOL,VEGETATION VIOLATION,nan,HD
726,772,1,CAAA_STRP_PERMIT,STRP Permit Required,nan,CAAA
727,773,1,CAAZ_STRP_Excess BR,Excess Bedrooms,nan,CAAZ
728,774,1,CAAZ_STRP_PERTYP_OOC,Owner Occupied Permit Violation,nan,CAAZ
729,775,1,CAAZ_STRP_Signs,Signage Prohibited,nan,CAAZ
730,776,1,CAAZ_STRP_Noise,Excessive Noise / Waste,nan,CAAZ
731,777,1,CAAZ_STRP_RV,"RV - Campers, Buses Prohibited",nan,CAAZ
732,778,1,CAAZ_STRP_Food,Food Provided Prohibited,nan,CAAZ
733,779,1,CAAZ_STRP_ExcessOccu,Excess Occupancy,nan,CAAZ
734,780,1,CAAZ_STRP_OccLimits,Occupancy Time Limits,nan,CAAZ
735,781,1,BB708020,Sales without a permit,nan,BB
736,782,1,BB708030B,Off Sale - consume on or near premises,nan,BB
737,783,1,BB708030C,On sale required for on premise consume,nan,BB
738,784,1,BB708030D,Caterer Permit,nan,BB
739,785,1,BB708030E,Special Event - sales on premises,nan,BB
740,786,1,BB708040B3,Owners convict beer laws moral turpitude,nan,BB
741,787,1,BB708040B5,Owners incarcerated moral turpitude,nan,BB
742,788,1,BB708040G,Supplemental Application Information,nan,BB
743,789,1,BB708040H,False statement on application,nan,BB
744,790,1,BB708060B,Payment of Privilege Tax,nan,BB
745,791,1,BB708070A,BB public place,nan,BB
746,792,1,BB708070B,BB invoices and memos,nan,BB
747,793,1,BB708070C,BB permit display,nan,BB
748,794,1,BB708070D,BB Off Sale permit display,nan,BB
749,795,1,BB708080,BB permit address displayed,nan,BB
750,796,1,BB708100,On sale permit issuance requirements,nan,BB
751,797,1,BB708105C,Caterer Advanced Notice of events,nan,BB
752,798,1,BB708105D,Caterer location revoked on sale permit,nan,BB
753,799,1,BB708105E,Caterer in 100 feet of church or school,nan,BB
754,800,1,BB708110,Liquor sales to under 21,nan,BB
755,801,1,BB708130A,BB prohibited drugs on premises,nan,BB
756,802,1,BB708130B,BB beverage in excess of 8 percent,nan,BB
757,803,1,BB708130C,BB possession under 21,nan,BB
758,804,1,BB708140A,BB Employ any person convicted,nan,BB
759,805,1,BB708140B,BB Employ any person released,nan,BB
760,806,1,BB708140C,BB sell to under 21 years,nan,BB
761,807,1,BB708140D,BB sell between 3am-6am,nan,BB
762,808,1,BB708140E,BB under 18 loiter,nan,BB
763,809,1,BB708140F,BB false statement application,nan,BB
764,810,1,BB708140G,BB operate disorderly place,nan,BB
765,811,1,BB708140H,BB unlawful passing to minor,nan,BB
766,812,1,BB708140I,BB sell for passing to minor,nan,BB
767,813,1,BB708140J,BB disorderly conduct,nan,BB
768,814,1,BB708140K,BB unauthorized transfer,nan,BB
769,815,1,BB708140L,BB sale to intoxicated,nan,BB
770,816,1,BB708140M,BB intoxicated loiter,nan,BB
771,817,1,BB708140O,BB delivery 11pm-3am,nan,BB
772,818,1,BB708140P,BB unauthorized storage,nan,BB
773,819,1,BB708140Q,BB no sale using food stamps,nan,BB
774,820,1,BB708140R,BB gambling or gambling device,nan,BB
775,821,1,BB708140S,BB solicitation prostitution,nan,BB
776,822,1,BB708140T,BB criminal activity,nan,BB
777,823,1,BB708150B,"Detriment public health, safety, morals",nan,BB
778,824,1,BB708160,"Unlawful transport, sell, etc. beer",nan,BB
779,825,1,BB708170,BB wholesaler sales restriction,nan,BB
780,826,1,BB708180,BB purchase unauthorized wholesaler,nan,BB
781,827,1,BB708190,BB retail sales and storage location,nan,BB
782,828,1,BB708200A,BB delivery location,nan,BB
783,829,1,BB708200B,BB unauthorized resale redelivery,nan,BB
784,830,1,BB708210,BB resale from unauthorized wholesale,nan,BB
785,831,1,BB708220,BB beer permit not returned,nan,BB
786,832,1,BB708230A,BB single location,nan,BB
787,833,1,BB708230B,BB operating name on application,nan,BB
788,834,1,BB708230C,BB cannot transfer to another owner,nan,BB
789,835,1,BB708230D,BB same building multiple business,nan,BB
790,836,1,BB708230E,BB on and off sales permit,nan,BB
791,837,1,BB708230F,BB caterer permit each site,nan,BB
792,838,1,BB708240A,BB hotel motel locked in-room,nan,BB
793,839,1,BB708240B,BB hotel motel minors,nan,BB
794,840,1,BB720010A,BB WMD multiple locations,nan,BB
795,841,1,BB720010B,BB WMD contiguous locations,nan,BB
796,842,1,BB720010C,BB WMD transport,nan,BB
797,843,1,BB720020,Permit suspension and revocation,nan,BB
798,844,1,BB724030B1,BB improper attire employ sales,nan,BB
799,845,1,BB724030B2,BB improper attire employ,nan,BB
800,846,1,BB724030B3,BB encourage improper touch,nan,BB
801,847,1,BB724030B4,Devices which simulate improper attire,nan,BB
802,848,1,BB724030C1,BB Simulation of sexual activity,nan,BB
803,849,1,BB724030C2,18 inches above and 6 feet from patron,nan,BB
804,850,1,BB724030C3,BB devices wich simulate sexual activity,nan,BB
805,851,1,BB724030C4,BB publicly expose genitals or anus,nan,BB
806,852,1,BB724030D,"Film, pics, reproductions depicting acts",nan,BB
807,853,1,BT575101A2,Not Manufacturer and Wholesale Retail,nan,BT
808,854,1,BT575101A3,Not Wholesale and Manufacturer Retail,nan,BT
809,855,1,BT575103A1,Operating without county city permit,nan,BT
810,856,1,BT575103A10,Permits to citizen legal resident,nan,BT
811,857,1,BT575103A2,Permit to business owner,nan,BT
812,858,1,BT575103A3A,Cannot transfer ownership,nan,BT
813,859,1,BT575103A3B,Permit for single location only,nan,BT
814,860,1,BT575103A3C,Business Name same as Permit Name,nan,BT
815,861,1,BT575103A4,Two businesses one location one permit,nan,BT
816,862,1,BT575103A5,On Sale Off Sale one permit,nan,BT
817,863,1,BT575103A6,Return within 15 days of termination,nan,BT
818,864,1,BT575103D1,"No valid cert to sell, dist, manufacture",nan,BT
819,865,1,BT575103D2,Resale cert not displayed distributed,nan,BT
820,866,1,BT575105B1,"Sales near schools, churches",nan,BT
821,867,1,BT575105B2,No sales to minors,nan,BT
822,868,1,BT575105B3,Law violations by owners in past 10 yrs,nan,BT
823,869,1,BT575105B4,Employee law violations in past 10 yrs,nan,BT
824,870,1,BT575105B5,Onsale permit for on premise consumption,nan,BT
825,871,1,BT575105D,False statement on application,nan,BT
826,872,1,BT575107A,Hotel motel locked in room units,nan,BT
827,873,1,BT575107B,Hotel motel no under 21 get keys,nan,BT
828,874,1,BT575110A,Bond required,nan,BT
829,875,1,BT575110B,Bond rider required,nan,BT
830,876,1,BT575110E2,Bond revocation,nan,BT
831,877,1,BT575111B1A,Homemade Beer Compensation,nan,BT
832,878,1,BT575111B1B,Homemade Beer Sales,nan,BT
833,879,1,BT575111B1C,Homemade Beer exceed gallon limit,nan,BT
834,880,1,BT575111B3,Homemade Beer not identified as homemade,nan,BT
835,881,1,BT575111C,Homemade Beer Exhibition,nan,BT
836,882,1,BT575111D1,Homemade Beer Contests,nan,BT
837,883,1,BT575111D2,Homemade Beer Contest Fees,nan,BT
838,884,1,BT575111D3,Homemade Beer Storage on permitted site,nan,BT
839,885,1,BT575112A,Flavored Beer labeling,nan,BT
840,886,1,BT575112B,Indicating flavored beer product,nan,BT
841,887,1,BT575201C,Purchase from unauthorized seller,nan,BT
842,888,1,BT575206A,Invoice and memoranda keeping,nan,BT
843,889,1,BT575206B,Documentation kept for 2 years,nan,BT
844,890,1,BT575207A,Failure to permit inspection,nan,BT
845,891,1,BT575301A1,State law requires ID for sale of beer,nan,BT
846,892,1,BT575301B1,Sales between 12-6,nan,BT
847,893,1,BT575301C,Minors loitering,nan,BT
848,894,1,BT575301F,Vendor under 21 sign posted,nan,BT
849,895,1,BT575304A,Only 1 outdoor sign,nan,BT
850,896,1,BT575416,Beer stored at other address,nan,BT
851,897,1,BT5755031A,Wholesaler transfer written notice,nan,BT
852,898,1,BT5755031B,Wholesale transfer without approval,nan,BT
853,899,1,BT5755032A,Supplier coerce wholesaler agreement,nan,BT
854,900,1,BT5755032B,Supplier coerce delivery,nan,BT
855,901,1,BT5755032C,Supplier withhold delivery,nan,BT
856,902,1,BT5755032D,Supplier cannot require brand sales,nan,BT
857,903,1,BT5755032E,Suppler require conditions or limits,nan,BT
858,904,1,BT5755032F,Suppler require financial information,nan,BT
859,905,1,BT5755032G,Supplier require advertising,nan,BT
860,906,1,BT5755032H,Supplier require termination,nan,BT
861,907,1,BT5755032I,Supplier retailatory action,nan,BT
862,908,1,BT5755032J,Supplier threaten cancel credit,nan,BT
863,909,1,BT575504A,Wholesaler written notice,nan,BT
864,910,1,BT575504B,Wholesaler transfer supplier consent,nan,BT
865,911,1,BT575504C,Written consent required,nan,BT
866,912,1,BT575504C1,Wholesaler transfer to felony conviction,nan,BT
867,913,1,BT575504C2,Wholesale transfer to revoked suspended,nan,BT
868,914,1,BT575504C3,Wholesaler transfer bankruptcy,nan,BT
869,915,1,BT575504C4,Wholesaler previous agreement cancelled,nan,BT
870,916,1,BT575504D,Supplier unreasonable delay transfer,nan,BT
871,917,1,BT575504E,Supplier delay consent to transfer,nan,BT
872,918,1,BT575608A,Responsbile Vendor clerk serve minor,nan,BT
873,919,1,BT575608B,Revoke Responsible Vendor,nan,BT
874,920,1,BT575608C,Revoke Res Vendor 2 violations 12 months,nan,BT
875,927,1,BT5451083C,Failure to pay,nan,BT
876,928,1,BT574203B1A,Failure to pay,nan,BT
877,929,1,BT575409A,Possession of Contraband,nan,BT
878,930,1,BB0708090E5,Dist exempt not meet reqmts,nan,BB
879,931,1,BB708040D,Application false statement,nan,BB
880,932,1,BB0708120B,Draft Beer Keg,nan,BB
881,933,1,BB708090A1,Distance,nan,BB
882,934,1,BT5751038,Distance,nan,BT
883,935,1,BBR11,Post laws and regulations,nan,BB
884,936,1,BBR1,Temp License Allowed,Said person shall state· under oath that he or she has purchased an ongoing business enterprise which involves the sale of beer; and B.   Said person desires to continue the sale of beer as a part of that business enterprise: and C.   Said person has completed under oath an application for an annual beer permit; and D.  The information included on said form does not conflict with any of the requirements for the issuance of an annual beer permit; or E.  Said person shall state under oath that he or she has become the manager or is otherwise responsible for the sale of beer in an ongoing business enterprise: and F.   Said person in order to pursue the business of his or her employer needs to hold a beer permit in order to operate said business; G.  Said person has completed under oath an application for an annual beer permit; and H.  The information included on said form does not conflict with any of the requirements for the issuance of an annual beer permit.,BB
885,937,1,BBR2,Commercially sealed containers,nan,BB
886,938,1,BBR3,"Under 18 transport, sell, dispense",nan,BB
887,939,1,BBR6,No drive-through service,nan,BB
888,940,1,BBR8,Special Event bonafide charity political,nan,BB
889,941,1,BBR9,All owners and partners,nan,BB
890,942,1,BBR10,No delivery,nan,BB
891,943,1,BBR12,Permittee responsible,nan,BB
892,944,1,BBR13,Lease or Ownership required,nan,BB
893,945,1,BBR14A,All applicants over 21,nan,BB
894,946,1,BBR14B,Ascertaining age,nan,BB
895,"4.    A valid identification card showing a recent photograph, issued by any agency of the State or County for the purpose of identification.",,nan,N,10635,
896,947,1,BBR15,Special Event Approvals,nan,BB
897,A.   Department of Health,,nan,,nan,
898,B.   Fire Marshal Approval,,nan,,nan,
899,C.   Certificate of Registration or Tax Exempt Letter from Charity or Non-profit        organizations ,,nan,,nan,
900,"D.  Letter from charitable organization (only if event is held on public property and applicant is not a charity, non-profit or political organization – see Rule 8)  ",,nan,,nan,
901,"E.   Letter of permission to use the Property  (From property owner, Parks Department, Public Works, etc.)",,nan,,nan,
902,F.   Present verifiable proof of proper security.,,nan,N,10635,
903,948,1,BBR16,Payment Types Accepted,nan,BB
904,949,1,BBR17,Crimes of moral turpitude,nan,BB
905,"Premeditated murder, all sex related crimes, selling of Schedule 1 and 2 controlled substances illegally, and fraud and/or embezzlement.  For purposes of this Rule, the Board recognizes the identification of Schedule 1 and 2 substances as defined by Tennessee Code Annotated sections 39-17-406 and 39-6-408, respectively.",,nan,N,10635,
906,950,1,BBR18,Health Department,nan,BB
907,951,1,BBR19,Fire Marshal,nan,BB
908,Failure to provide documents verifying Fire Marshal’s approval may result in automatic deferral of applications until said document has been provided by the applicant.  It is the responsibility of the applicant to ensure that documents verifying metropolitan Fire Marshal’s approval are provided to the Metropolitan Beer Permit Board administrative offices.,,nan,N,10635,
909,952,1,BBR21,Surrender permits,nan,BB
910,953,1,BBR22,Complaints filed in writing,nan,BB
911,954,1,BBR24,Old or New Location,nan,BB
912,955,1,BBR26,Applications 10 days prior,nan,BB
913,All applications for beer permits must be filed at the office of the Metropolitan Beer Board at least ten (10) business days prior to the date of hearing by the Board.,,nan,,nan,
914,"This amended rule supersedes and replaces the Rule 26 that was adopted on March 24, 1992, Rule 7 that was adopted on July 26, 1988, and the rule that was adopted on June 24, 1992.",,nan,N,10635,
915,956,1,BBR28,Cannot surrender to avoid penalties,nan,BB
916,957,1,BBR29,Cannot temporary permits with complaints,nan,BB
917,"However, in the event of a complete change in ownership, when the former owner has relinquished all of his interest in the location at issue, a temporary permit may be granted to the new owner of a location if no violation is pending against him and if he meets all the requirements for obtaining a permit.",,nan,N,10635,
918,959,1,BBR30,Grandfathered,nan,BB
919,"Any business grandfathered under either of the foregoing shall continue to be grandfathered so long as a beer permit remains 'in effect without a lapse of more than three hundred sixty-five (365) days, even if there is a change of ownership. The period without a permit (lapse) is counted as follows: the first day counted is the day after expiration of the prior permit and the last day counted is the day that the application for a new annual permit is filed.",,nan,,nan,
920,"2. The distance requirements do not apply to a retailer on-premises (on sale) permit that is: (1) for an establishment that is located in an MUL zoning district, as determined by Codes Administration, (2) that is obtained prior to April 30, 1993, and (3) that is for an establishment for which more than fifty percent (50%) of the gross sales are derived from the sale of food, excluding sales of alcoholic beverages. A retailer on-premises permit that is exempt from the distance requirements in accordance with the foregoing remains exempt so long as it remains in effect without a lapse of more than three hundred sixty five (365) days",,nan,N,10635,
921,960,1,BBR31,Expanded premises,nan,BB
922,961,1,BBR32,Caterer Permits,nan,BB
923,962,1,BBR34,Standard penalties,nan,BB
924,"These provisions shall apply unless the permit holder is a responsible vendor as recognized pursuant to MCL § 7.08.110 or unless otherwise provided by law. If the permit holder was, at the time of the sale, a responsible vendor, the board shall not suspend or revoke the permit of the responsible vendor, but may impose a civil penalty not to exceed $1000 in lieu of any suspension that would have been imposed but for the permit holder being a responsible vendor.",,nan,N,10635,
925,963,1,BBR33,Past violations considered,nan,BB
926,964,1,BBR35,LLC equals corporation,nan,BB
927,965,1,BBR36,No motions for reconsideration,nan,BB
928,966,1,BBR37,Special Event Permits,nan,BB
929,967,1,BBR38,Suspension Rules,nan,BB
930,968,1,BBR40,Deny permit after 6 months,nan,BB
931,"A grant and delay will be valid for 90 days.  After the expiration of 90 days, the approval expires and the applicant must request in writing to be put back onto the Beer Permit Board agenda.",,nan,N,10635,
932,969,1,BBR41,No permit issued with complaints,nan,BB
933,970,1,BBR39,Sports Authority Facilities,nan,BB
